location,location_type,area_m2,area_unit,frontage_exists,frontage_m,street_type,street_width_m,is_organized,type,has_water,has_electricity,has_swer,political_zone,date_of_sale,price_JOD,distance_from_center,distance_from_center_unit,distance_from_center_unknown,proximity_main_road_distance,proximity_main_road_unit,proximity_main_road_unknown,proximity_services_mosque,proximity_services_mosque_near_far,proximity_services_school,proximity_services_school_type,proximity_services_school_near_far,proximity_services_hospital,proximity_services_hospital_type,proximity_services_hospital_near_far,proximity_to_sea,terrain,earth_direction,ownership_registry,type_of_land,shape_of_land,number_of_facades,soil_type
Ain_Yabrud,village,3.694,donum,لا أعلم,,,,True,منطقة صناعية,True,False,False,A,2021-08-17,31055.11,,,True,,,True,False,,False,,,True,hospital,far,none,جبل,شرق,تسجيل جديد,اميرية,موارس,4,رملي
Deir_Al_Ghusun,village,0.2817,feddan,لا,,,,False,,False,True,True,C,2023-05-20,79525.54,17.313,m,False,30.97,min,False,True,near,False,,,False,,,far,منحدر,غرب,طابو,ملك,شكل غير منتظم,2,طيني
Ramallah,city,1.1536,feddan,لا,,,,True,سكن أ,False,False,True,B,2021-06-01,26265.37,0.559,m,False,,,True,False,,False,,,True,clinic,near,none,جبل,غرب,تسجيل جديد,ملك,مربعة,0,صخري
Jericho,city,0.2167,hectare,نعم,25,ترابي,11,True,منطقة صناعية,True,True,False,B,2020-08-02,9114.7,0.812,m,False,23.02,km,False,False,,True,public,far,True,hospital,near,none,منحدر,شمال,طابو,اميرية,شبه مستطيلة,0,رملي
Tulkarm,city,4812.0,sqm,لا أعلم,,,,True,تجاري هامشي,False,False,False,A,2025-02-10,54024.65,,,True,16.48,km,False,False,,False,,,True,hospital,near,far,منحدر,جنوب,تسجيل جديد,اميرية,مربعة,0,صخري
Anabta,village,0.1648,feddan,نعم,14,ترابي,9,True,مركز تجاري ب,False,True,True,C,2021-10-03,64032.31,3.648,km,False,,,True,False,,False,,,False,,,none,منحدر,شرق,طابو,ملك,موارس,4,صخري
Nablus,city,378.0,sqm,لا أعلم,,,,True,سكن ج,True,True,False,C,2023-11-26,70001.47,11.998,m,False,34.27,m,False,False,,False,,,True,hospital,near,none,منحدر,شرق,تسجيل جديد,اميرية,شبه مستطيلة,0,طيني
Salfit,city,3305.0,sqm,نعم,12,ترابي,8,False,,True,True,False,A,2020-12-01,91963.23,,,True,19.1,m,False,False,,True,private,near,True,hospital,far,far,سهل,غرب,مالية,اميرية,مستطيلة,0,رملي
Jenin,city,0.4315,hectare,لا أعلم,,,,True,منطقة صناعية,True,True,True,C,2020-10-18,87692.13,,,True,36.7,km,False,True,near,True,private,near,False,,,far,جبل,شرق,مالية,اميرية,مربعة,0,طيني
Kafr_Qasem,village,0.3364,feddan,نعم,23,ترابي,10,True,سكن ب,False,False,True,C,2022-06-17,66033.25,24.867,m,False,7.28,min,False,True,far,True,public,near,True,clinic,near,far,منحدر,شمال,تسجيل جديد,اميرية,شبه مستطيلة,4,طيني
Nablus,city,0.1118,hectare,لا أعلم,,,,True,سكن ج,True,True,False,C,2020-10-14,92852.41,20.885,m,False,12.89,min,False,False,,True,public,far,True,clinic,near,far,منحدر,جنوب,مالية,ملك,شبه مربعة,1,طيني
Salfit,city,0.8271,feddan,نعم,27,زفتة فرعي,8,True,تجاري هامشي,True,False,True,C,2023-06-09,96416.38,24.074,km,False,30.18,km,False,False,,False,,,False,,,far,منحدر,جنوب,تسجيل جديد,ملك,شبه مستطيلة,0,طيني
Beitunia,village,0.9024,feddan,لا,,,,False,,False,False,True,B,2023-01-30,75044.32,,,True,43.63,m,False,False,,True,private,far,False,,,far,منحدر,جنوب,طابو,ملك,شكل غير منتظم,2,صخري
Hebron,city,4102.0,sqm,لا أعلم,,,,True,مكاتب,True,True,True,A,2022-04-29,60998.0,10.536,m,False,44.47,m,False,False,,True,public,far,False,,,none,سهل,شمال,مالية,اميرية,مستطيلة,3,طمي
Salfit_Village,village,0.1663,hectare,نعم,30,ترابي,9,True,سكن ب,True,False,False,C,2021-03-28,53064.47,17.745,km,False,0.49,min,False,False,,False,,,True,hospital,far,none,منحدر,جنوب,تسجيل جديد,ملك,شبه مربعة,1,طيني
Bethlehem,city,1371.0,sqm,نعم,14,زفتة رئيسي,9,True,سكن ب,False,False,False,C,2021-01-16,77582.8,11.427,m,False,0,m,False,True,near,True,private,far,True,hospital,far,far,سهل,جنوب,تسجيل جديد,ملك,مستطيلة,0,طيني
Tulkarm,city,3121.0,sqm,نعم,10,ترابي,5,True,منطقة صناعية,True,False,False,C,2024-06-28,53012.49,,,True,,,True,True,far,True,public,far,True,clinic,far,far,جبل,غرب,طابو,اميرية,مستطيلة,4,رملي
Bethlehem,city,0.3305,hectare,نعم,15,ترابي,10,False,,True,False,False,C,2021-10-17,10584.99,11.532,km,False,,,True,False,,False,,,True,clinic,near,far,منحدر,شمال,مالية,ملك,موارس,1,طمي
Nablus,city,244.0,sqm,لا,,,,True,تجاري هامشي,True,True,True,A,2021-09-14,78972.0,,,True,,,True,True,near,True,public,far,False,,,none,جبل,شرق,طابو,ملك,شبه مربعة,1,صخري
Hebron,city,2.918,donum,نعم,4,زفتة فرعي,7,True,منطقة صناعية,True,False,False,A,2025-06-28,97313.33,,,True,24.9,m,False,True,far,True,private,near,False,,,far,جبل,جنوب,طابو,اميرية,شبه مستطيلة,3,طمي
Tulkarm,city,3.747,donum,لا أعلم,,,,False,,True,False,False,C,2022-11-10,70065.85,18.78,km,False,49.73,min,False,False,,True,public,near,False,,,far,منحدر,غرب,طابو,ملك,مربعة,3,رملي
Bethlehem,city,0.964,feddan,لا,,,,False,,False,False,True,B,2021-03-17,71338.37,9.301,km,False,48.46,min,False,False,,True,private,near,True,hospital,far,far,جبل,جنوب,تسجيل جديد,ملك,شبه مستطيلة,1,طمي
Beit_Sahour,village,0.2277,hectare,لا,,,,True,سكن ج,True,True,False,B,2025-08-26,79994.3,,,True,18.74,m,False,True,near,False,,,True,hospital,far,far,سهل,غرب,طابو,ملك,موارس,3,صخري
Tulkarm,city,0.0279,feddan,لا أعلم,,,,False,,True,False,True,B,2022-03-30,96095.6,,,True,40.61,km,False,True,near,True,public,near,True,clinic,far,far,جبل,غرب,تسجيل جديد,ملك,شكل غير منتظم,2,طمي
Beitunia,village,0.9086,feddan,نعم,19,زفتة رئيسي,5,False,,True,True,False,A,2025-01-26,84955.07,,,True,0,m,False,True,far,True,public,near,False,,,none,منحدر,غرب,مالية,اميرية,شبه مستطيلة,0,طيني
Qalqilya,city,0.1468,hectare,لا أعلم,,,,True,تجاري هامشي,False,True,False,A,2023-08-26,88385.83,25.984,m,False,,,True,False,,True,private,far,True,hospital,far,far,جبل,شرق,مالية,ملك,موارس,4,صخري
Ramallah,city,0.0865,hectare,لا أعلم,,,,False,,True,True,True,C,2020-09-02,74554.64,,,True,48.76,m,False,True,near,False,,,False,,,none,سهل,شمال,مالية,ملك,شبه مستطيلة,3,طيني
Ain_Yabrud,village,3428.0,sqm,لا,,,,False,,False,True,False,B,2021-10-20,28861.48,19.648,m,False,,,True,True,near,True,private,far,False,,,none,منحدر,شمال,طابو,اميرية,موارس,3,رملي
Anabta,village,0.1305,hectare,لا,,,,False,,False,False,False,C,2021-04-29,37425.35,12.155,m,False,19.42,km,False,True,near,True,public,far,False,,,none,منحدر,غرب,تسجيل جديد,ملك,موارس,3,صخري
Bethlehem,city,1.0743,feddan,لا,,,,False,,True,False,False,B,2021-02-16,14776.71,28.822,km,False,35.43,min,False,False,,False,,,True,hospital,near,far,منحدر,شرق,تسجيل جديد,اميرية,شبه مربعة,3,طيني
Tulkarm,city,568.0,sqm,لا أعلم,,,,True,سكن ب,False,True,False,C,2025-08-27,18348.85,9.214,m,False,,,True,False,,True,public,near,True,clinic,near,far,منحدر,غرب,طابو,اميرية,مربعة,3,رملي
Salfit_Village,village,1.146,donum,لا أعلم,,,,True,سكن ب,True,False,False,C,2025-07-26,89933.29,20.092,m,False,,,True,True,far,True,private,near,True,clinic,far,none,سهل,جنوب,تسجيل جديد,اميرية,مربعة,3,صخري
Hebron,city,2.108,donum,لا أعلم,,,,False,,False,True,True,C,2022-07-01,54748.74,14.581,m,False,,,True,True,near,True,private,far,False,,,none,منحدر,شرق,تسجيل جديد,ملك,شبه مستطيلة,0,طيني
Tulkarm,city,488.0,sqm,نعم,7,ترابي,10,False,,True,True,False,B,2022-09-20,98296.09,,,True,,,True,False,,True,public,near,False,,,none,منحدر,شمال,مالية,ملك,شبه مربعة,3,طيني
Jericho,city,0.178,donum,لا,,,,True,سكن ج,True,True,True,C,2021-04-10,94874.94,11.627,m,False,,,True,True,far,False,,,True,hospital,far,far,سهل,جنوب,طابو,اميرية,موارس,0,صخري
Bethlehem,city,0.6667,feddan,نعم,27,زفتة رئيسي,11,False,,True,True,True,A,2020-10-09,94024.27,4.057,km,False,0,m,False,False,,False,,,False,,,far,منحدر,غرب,تسجيل جديد,ملك,شبه مستطيلة,3,طيني
Tulkarm,city,0.2317,hectare,لا أعلم,,,,True,مكاتب,True,False,True,A,2023-04-25,94287.4,,,True,37.9,km,False,False,,False,,,True,clinic,near,none,جبل,غرب,طابو,اميرية,مربعة,0,طيني
Ramallah,city,3421.0,sqm,لا,,,,False,,False,False,True,C,2024-08-15,91404.6,6.167,m,False,22.25,min,False,False,,True,private,far,True,clinic,far,none,جبل,جنوب,طابو,اميرية,شكل غير منتظم,0,صخري
Ain_Yabrud,village,347.0,sqm,لا أعلم,,,,True,سكن ب,False,True,True,A,2021-03-11,30772.42,15.13,km,False,49.58,min,False,False,,False,,,True,hospital,near,far,سهل,شمال,طابو,ملك,موارس,0,رملي
Ramallah,city,3.892,donum,لا أعلم,,,,False,,False,False,True,C,2021-01-21,46963.85,11.915,km,False,23.88,m,False,True,near,False,,,True,hospital,near,none,منحدر,غرب,تسجيل جديد,ملك,موارس,2,طيني
Anabta,village,1.0293,feddan,لا,,,,True,مركز تجاري ب,False,False,True,C,2023-10-22,35531.49,19.809,km,False,20.15,km,False,False,,False,,,True,hospital,far,far,منحدر,شمال,مالية,اميرية,شبه مستطيلة,3,طيني
Al-Bireh,city,0.1707,feddan,لا أعلم,,,,False,,False,True,False,C,2025-01-16,26223.75,18.183,m,False,13.81,min,False,False,,True,public,far,True,hospital,near,far,سهل,جنوب,تسجيل جديد,ملك,موارس,4,طمي
Deir_Al_Ghusun,village,1.187,donum,لا,,,,False,,True,True,True,A,2024-02-10,46093.61,19.931,km,False,,,True,True,near,True,private,far,True,hospital,near,none,جبل,شمال,تسجيل جديد,اميرية,شكل غير منتظم,4,صخري
Anabta,village,0.3924,feddan,نعم,23,زفتة رئيسي,6,True,سكن ج,True,True,False,A,2020-05-01,18526.76,2.476,km,False,0,m,False,True,near,True,public,far,True,clinic,near,far,سهل,شمال,طابو,ملك,مربعة,2,صخري
Jenin,city,0.4702,hectare,لا أعلم,,,,True,سكن أ,True,True,True,C,2020-07-11,90484.13,10.745,km,False,,,True,False,,False,,,False,,,none,منحدر,جنوب,تسجيل جديد,اميرية,شكل غير منتظم,2,صخري
Qalqilya,city,0.4617,feddan,نعم,16,ترابي,9,True,تجاري هامشي,True,False,True,C,2023-06-08,5191.76,17.039,km,False,6.09,km,False,True,far,False,,,False,,,far,سهل,جنوب,طابو,ملك,مستطيلة,1,رملي
Salfit,city,1.189,donum,لا,,,,True,مركز تجاري ب,False,False,True,B,2021-12-31,48265.67,,,True,13.45,m,False,False,,True,public,far,False,,,far,جبل,جنوب,طابو,اميرية,شكل غير منتظم,3,صخري
Salfit,city,932.0,sqm,لا,,,,True,مركز تجاري ب,True,True,False,C,2025-04-01,14314.5,26.722,km,False,6.11,km,False,False,,True,private,near,False,,,far,سهل,جنوب,تسجيل جديد,ملك,شكل غير منتظم,3,طمي
Nablus,city,4.451,donum,لا أعلم,,,,False,,False,True,True,C,2023-07-31,8262.14,4.612,m,False,,,True,False,,False,,,True,hospital,near,far,سهل,غرب,تسجيل جديد,ملك,موارس,4,طيني
Jericho,city,1415.0,sqm,نعم,29,زفتة فرعي,9,True,تجاري هامشي,False,False,False,B,2023-01-23,34090.8,25.621,km,False,,,True,True,near,False,,,True,clinic,far,far,سهل,شمال,طابو,ملك,شبه مربعة,0,رملي
Al-Bireh,city,1.1798,feddan,لا أعلم,,,,True,مكاتب,False,True,True,C,2024-11-14,72311.74,,,True,,,True,True,far,False,,,True,clinic,near,none,سهل,شرق,طابو,اميرية,مستطيلة,3,طمي
Tulkarm,city,0.1883,hectare,لا أعلم,,,,True,سكن ب,False,True,False,B,2023-07-28,61169.63,23.238,km,False,38.68,min,False,False,,True,public,near,False,,,none,سهل,جنوب,طابو,ملك,شكل غير منتظم,4,رملي
Al-Bireh,city,0.4664,feddan,نعم,20,زفتة فرعي,4,True,سكن ج,False,True,True,B,2023-10-18,19607.8,5.654,km,False,31.38,m,False,True,near,True,private,near,True,clinic,far,none,سهل,غرب,تسجيل جديد,اميرية,شكل غير منتظم,4,رملي
Jericho,city,4.216,donum,لا أعلم,,,,False,,False,True,False,A,2023-09-14,21721.02,22.495,m,False,27.38,min,False,False,,True,public,near,True,hospital,far,far,سهل,شرق,مالية,اميرية,شكل غير منتظم,1,طمي
Salfit,city,0.1376,hectare,نعم,25,زفتة فرعي,4,True,تجاري هامشي,False,False,False,B,2021-11-14,80090.44,23.167,km,False,29.36,km,False,True,near,False,,,False,,,none,منحدر,شرق,طابو,ملك,موارس,0,صخري
Deir_Al_Ghusun,village,4422.0,sqm,لا أعلم,,,,True,منطقة صناعية,False,True,True,A,2023-12-15,78359.71,1.038,km,False,1.55,km,False,False,,False,,,True,clinic,far,far,جبل,شمال,طابو,اميرية,شكل غير منتظم,4,طمي
Bethlehem,city,0.0655,hectare,لا أعلم,,,,False,,False,True,True,A,2020-05-18,71152.01,16.519,m,False,7.0,min,False,True,far,True,public,far,False,,,none,سهل,جنوب,تسجيل جديد,اميرية,شبه مربعة,4,طيني
Jenin,city,0.88,donum,لا أعلم,,,,False,,False,False,False,B,2022-07-01,46377.64,16.817,m,False,29.33,km,False,True,near,True,private,near,False,,,none,جبل,شمال,طابو,ملك,شكل غير منتظم,1,طمي
Salfit,city,3628.0,sqm,لا أعلم,,,,False,,False,True,True,B,2025-01-27,26509.45,23.116,m,False,,,True,True,near,True,private,near,False,,,far,منحدر,شرق,تسجيل جديد,اميرية,شبه مربعة,4,طمي
Deir_Al_Ghusun,village,1.075,feddan,لا,,,,True,منطقة صناعية,True,False,False,A,2020-09-06,99322.53,,,True,,,True,True,far,True,private,near,True,hospital,far,far,منحدر,شمال,تسجيل جديد,ملك,موارس,1,طيني
Nablus,city,0.1332,hectare,نعم,29,ترابي,11,True,سكن أ,False,False,True,A,2022-08-09,32736.17,18.741,km,False,,,True,True,near,False,,,True,clinic,far,far,جبل,غرب,تسجيل جديد,ملك,مستطيلة,0,طمي
Ramallah,city,4.744,donum,لا أعلم,,,,False,,False,False,False,A,2022-10-14,22878.99,11.674,m,False,,,True,False,,False,,,False,,,far,منحدر,شمال,تسجيل جديد,اميرية,شكل غير منتظم,2,طمي
Jenin,city,0.22,feddan,لا,,,,False,,False,False,True,A,2022-09-21,62976.79,0.478,m,False,,,True,True,far,False,,,True,clinic,near,none,منحدر,جنوب,طابو,اميرية,شبه مستطيلة,2,صخري
Ain_Yabrud,village,0.4679,hectare,لا,,,,False,,False,False,False,A,2023-05-02,61234.25,,,True,38.45,km,False,False,,True,private,near,True,hospital,far,none,سهل,جنوب,طابو,ملك,شبه مستطيلة,3,طيني
Beit_Sahour,village,3.153,donum,نعم,22,زفتة رئيسي,12,True,سكن ب,False,True,True,A,2024-06-03,2263.06,15.04,m,False,0,m,False,False,,False,,,False,,,far,سهل,غرب,طابو,ملك,شبه مستطيلة,2,رملي
Nablus,city,0.3908,hectare,نعم,23,زفتة فرعي,4,True,سكن أ,False,False,True,B,2022-05-10,19542.28,11.154,km,False,23.6,km,False,True,near,False,,,False,,,far,سهل,جنوب,مالية,ملك,مستطيلة,1,طمي
Ain_Yabrud,village,0.7093,feddan,نعم,29,زفتة رئيسي,8,False,,False,False,True,C,2023-08-14,37655.91,25.576,m,False,0,m,False,True,near,True,public,near,True,clinic,far,none,منحدر,غرب,تسجيل جديد,اميرية,شبه مستطيلة,2,طمي
Ramallah,city,4345.0,sqm,لا,,,,True,سكن أ,False,True,False,B,2022-03-15,54186.21,4.678,m,False,39.46,min,False,False,,False,,,True,hospital,far,far,جبل,شرق,مالية,ملك,شكل غير منتظم,2,طيني
